Comprobante;Edificio_ID;Nro_Medidor;Medida;Consumo (comprobante);Fecha pago;Importe;Servicio_ID;SEDE_ID
FC.B: 80001-53779605;27;8400/0-1107-0048927/8;m3 ;205.13;45002;2010.89;3;4
FC.B: 80001-53779606;27;8400/0-1107-0048928/0;m3 ;19.76;45002;1120.48;3;4
FC.B: 80001-53779602;27;8400/0-1107-0048929/1;m3 ;0;45002;1013.28;3;4
FC.B: 80001-53779603;27;8400/0-1107-0048930/8;m3 ;17.28;45002;1097.1;3;4
FC.B: 80001-53772144;4;8332/0-1312-00433673;m3 ;0;45002;989.78;3;3
FC.B: 80001-53772141;4;8332/0-1312-00433648;m3 ;66.46;45002;1322.74;3;3
FC.B: 80001-53772198;2;8332/0-0905-00364852;m3 ;55.84;45002;1270.66;3;3
FC.B: 80001-53754918;7;8336/0-1003-00147184;m3 ;117.67;45002;1591.47;3;3
FC.B: 80001-02420675;6;8336/0-0904-00141582;m3 ;120.35;45002;1695.94;3;3
FC.B: 80001-53755179;8;8360/0-1411-00058816;m3 ;240.78;45002;2196.86;3;3
FC.B: 80001-53736099;13;8500/0-1305-00351409;m3 ;18.42;45002;1161.73;3;2
FC.B: 80001-53772143;4;8332/0-1312-00433685;m3 ;0;45002;990.43;3;3
FC.B: 00043-00511848;8;54213500040;kw ;39508.48;45002;548247.24;2;3
FC.B: 00046-00749499;9;74213500029;kw ;23126.73;44999;615176.88;2;3
FC.B: 00045-01067287;7;34213500011;kw ;4180.83;45016;44239.4;2;3
FACT: 00045-01067287;7;34213500011;kw ;4180.83;45044;44239.4;2;3
FACT: 00045-01066383;6;94213500001;kw ;2330.13;45043;33520.17;2;3
FC.B: 00045-01066383;6;94213500001;kw ;2330.13;45012;33520.17;2;3
FACT: 00044-02202172;5;94213500044;kw ;798.22;45043;9776.64;2;3
FC.B: 00044-02202172;5;94213500044;kw ;798.22;45016;9776.64;2;3
FACT: 00044-02202171;3;84213500043;kw ;30.36;45043;1689.57;2;3
FC.B: 00044-02202171;3;84213500043;kw ;30.36;45016;1689.57;2;3
FC.B: 00044-02188321;4;14213500045;kw ;12938.42;44995;178584.4;2;3
FACT: 00044-02202170;2;24213500003;kw ;2761.5;45043;36851.37;2;3
FC.B: 00044-02202170;2;24213500003;kw ;2761.5;45016;36851.37;2;3
FC.B: 00044-02188320;1;54213500039;kw ;18828.26;44995;580420.93;2;3
FC.B: 80001-53772142;4;8332/0-1312-00433594;m3 ;87.74;45002;1430.01;3;3
FC.B: 00065-00000429;21;34213500037;kw ;36072.74;45369;2296642.85;2;1
FC.B: 80001-62800438;21;8336/0-1308-0017260/0;m3 ;304.31;45370;3645.71;3;1
FC.B: 80001-62760553;19;8500/0-09-06-0030831/1;m3 ;0;45370;1587.94;3;1
FC.B: 80001-62760547;19;8500/0-09-06-0030825/6;m3 ;29.83;45370;1821.35;3;1
FC.B: 80001-62760546;19;8500/0-09-06-0030824/4;m3 ;16.27;45370;1719.1;3;1
FC.B: 80001-62760195;20;8500/0-13-09-0035488/8;m3 ;0;45363;1554.4;3;1
FC.B: 80001-62760195;20;8500/0-13-09-0035488/8;m3 ;0;45366;1554.4;3;1
FC.B: 80001-62760195;20;8500/0-13-09-0035488/8;m3 ;0;45366;1554.4;3;1
FC.B: 80001-62760552;19;8500/0-09-06-0030830/0;m3 ;37.95;45370;1881.37;3;1
FC.B: 80001-62760551;19;8500/0-09-06-0030829/3;m3 ;35.24;45370;1858.65;3;1
FC.B: 80001-62760550;19;8500/0-09-06-0030828/1;m3 ;40.66;45370;1901.27;3;1
FC.B: 80001-62760549;19;8500/0-09-06-0030827/0;m3 ;29.83;45370;1824.4;3;1
FC.B: 80001-62760548;19;8500/0-09-06-0030826/8;m3 ;29.83;45370;1818.48;3;1
FC.B: 00068-00001282;13;54213500027;kw ;38218.18;45369;3125370.29;2;2
FC.B: 00006-11477861;24;67886;kw ;517.39;45378;30087.36;4;4
FC.B: 00006-11424058;24;67886;kw ;517.39;45378;61020.35;4;4
FC.B: 80001-62759924;12;8500/0-9706-00188971;m3 ;46.1;45363;1916.01;3;2
FC.B: 80001-62759924;12;8500/0-9706-00188971;m3 ;46.1;45366;1916.01;3;2
FC.B: 80001-62759924;12;8500/0-9706-00188971;m3 ;46.1;45366;1916.01;3;2
FC.B: 80001-62759923;12;8500/0-0311-00248514;m3 ;130.17;45363;2537.1;3;2
FC.B: 80001-62759923;12;8500/0-0311-00248514;m3 ;130.17;45366;2537.1;3;2
FC.B: 80001-62759923;12;8500/0-0311-00248514;m3 ;130.17;45366;2537.1;3;2
FC.B: 80001-62810537;27;8400/0-1107-0048931/0;m3 ;24.77;45370;1761.56;3;4
FC.B: 80001-62810532;27;8400/0-1107-0048932/1;m3 ;19.81;45370;1727.5;3;4
FC.B: 80001-62810550;27;8400/0-1905-0062792/0;m3 ;27.25;45370;1767.12;3;4
FC.B: 80001-62810545;27;8400/0-1905-0062792/0;m3 ;17.33;45370;1700.98;3;4
FC.B: 80001-62810551;27;8400/0-1905-0062793/1;m3 ;17.33;45370;1732.84;3;4
FC.B: 80001-62810549;27;8400/0-1905-0062795/5;m3 ;0;45370;1581.9;3;4
FC.B: 80001-62810548;27;8400/0-1905-0062796/7;m3 ;14.85;45370;1692.58;3;4
FC.B: 80001-62810546;27;8400/0-1703-0057820/6;m3 ;86.7;45370;2168.63;3;4
FC.B: 80001-62810547;27;8400/0-1703-0057821/8;m3 ;0;45370;1581.86;3;4
FC.B: 80001-62810552;27;8400/0-1703-0057822/0;m3 ;19.81;45370;1717.36;3;4
FC.B: 80001-62810538;27;8400/0-1107-0048933/3;m3 ;22.29;45370;1728.91;3;4
FC.B: 80001-62810539;27;8400/0-1107-0048934/5;m3 ;99.07;45370;2233.89;3;4
FC.B: 80001-62810533;27;8400/0-1107-0048935/7;m3 ;22.29;45370;1736.79;3;4
FC.B: 80001-62810541;27;8400/0-1107-0048937/1;m3 ;19.81;45370;1724.88;3;4
FC.B: 80001-62810535;27;8400/0-1107-0048938/2;m3 ;22.29;45370;1738.61;3;4
FC.B: 80001-62810529;27;8400/0-1107-0048939/4;m3 ;19.81;45370;1732.56;3;4
FC.B: 80001-62810542;27;8400/0-1107-0048941/2;m3 ;74.31;45370;2099.11;3;4
FC.B: 80001-62810543;27;8400/0-1107-0048942/4;m3 ;0;45370;1581.82;3;4
FC.B: 80001-62810536;27;8400/0-1107-0048943/6;m3 ;59.46;45370;1999.46;3;4
FC.B: 80001-62810544;27;8400/0-1107-0048944/8;m3 ;0;45370;1581.82;3;4
FC.B: 80001-02832224;14;8430/0-02-06-0002739/8;m3 ;135;45370;2604.41;3;4
FC.B: 80001-62785488;29;8430/0-1003-0005057/1;m3 ;49.31;45370;1944.5;3;4
FC.B: 80001-62810482;26;8400/0-9406-0002605/8;m3 ;74.31;45370;2094.83;3;4
FC.B: 00006-11453132;22;1020;kw ;65.78;45369;10995.14;4;4
FC.B: 00006-11399940;22;1020;kw ;65.78;45369;17138.96;4;4
FC.B: 80001-62810614;25;8400/0-0904-0043915/2;m3 ;205.61;45370;3005.75;3;4
FC.B: 80001-62810619;24;8400/0-0607-0038324/5;m3 ;374.06;45370;4830.11;3;4
FC.B: 80001-62810481;26;8400/0-9406-0002606/0;m3 ;2.45;45370;1805.95;3;4
FC.B: 00006-11457984;26;12641;kw ;938.63;45369;90730.54;4;4
FC.B: 00006-11404634;26;12641;kw ;938.63;45369;74818.73;4;4
FC.B: 00006-11481523;23;77572;kw ;15570.89;45369;341073.05;4;4
FC.B: 00006-11427659;23;77572;kw ;15570.89;45369;1768172.73;4;4
FC.B: 00006-11483377;25;82013;kw ;1180.25;45378;10221.89;4;4
FC.B: 00006-11429476;25;82013;kw ;1180.25;45378;118422.77;4;4
FC.B: 00006-11486494;27;86982;kw ;10953.64;45369;529209.97;4;4
FC.B: 00006-11432520;27;86982;kw ;10953.64;45369;716588.21;4;4
FC.B: 00006-11478410;28;69348;kw ;203.67;45369;34988.02;4;4
FC.B: 00006-11424600;28;69348;kw ;203.67;45369;27459.86;4;4
FC.B: 00006-11489773;27;91884;kw ;0;45378;7913.3;4;4
FC.B: 00006-11435795;27;91884;kw ;0;45378;15221.34;4;4
FC.B: 80001-02842026;23;8400/0-1008-0046871/3;m3 ;2858.9;45370;22259.55;3;4
FC.B: 80001-62785512;18;8430/0-1711-0007938/4;m3 ;0;45370;1587.86;3;4
FC.B: 80001-62785511;30;8430/0-1711-0007945/1;m3 ;0;45370;1582.94;3;4
FC.B: 80001-62810525;27;8400/0-1107-0048924/2;m3 ;178.37;45370;2732.18;3;4
FC.B: 80001-62810526;27;8400/0-1107-0048926/6;m3 ;17.33;45370;1700.27;3;4
FC.B: 80001-62810530;27;8400/0-1107-0048927/8;m3 ;19.81;45370;1728.02;3;4
FC.B: 80001-62810531;27;8400/0-1107-0048928/0;m3 ;17.33;45370;1704.28;3;4
FC.B: 80001-62810527;27;8400/0-1107-0048929/1;m3 ;0;45370;1581.82;3;4
FC.B: 80001-62810528;27;8400/0-1107-0048930/8;m3 ;17.33;45370;1697.84;3;4
FC.B: 80001-62799813;4;8332/0-1312-00433673;m3 ;0;45370;1558.22;3;3
FC.B: 80001-62799810;4;8332/0-1312-00433648;m3 ;56.22;45370;1927.48;3;3
FC.B: 80001-62799866;2;8332/0-0905-00364852;m3 ;29.45;45370;1753.79;3;3
FC.B: 80001-62800455;7;8336/0-1003-00147184;m3 ;48.45;45370;1894.31;3;3
FC.B: 80001-02837997;6;8336/0-0904-00141582;m3 ;59.23;45370;2071.88;3;3
FC.B: 80001-62800711;8;8360/0-1411-00058816;m3 ;243.79;45370;3205.44;3;3
FC.B: 80001-62760719;13;8500/0-1305-00351409;m3 ;0;45370;1589.32;3;2
FC.B: 80001-62799812;4;8332/0-1312-00433685;m3 ;37.47;45370;1800.51;3;3
FC.B: 00066-00000271;8;54213500040;kw ;30747.09;45369;2968321.06;2;3
FC.B: 00063-00000194;9;74213500029;kw ;42954.34;45369;2777305.46;2;3
FC.B: 00064-00000852;4;14213500045;kw ;15885.87;45369;1022835.36;2;3
FC.B: 00064-00000851;1;54213500039;kw ;20955.99;45369;2794149.61;2;3
FC.B: 80001-62799811;4;8332/0-1312-00433594;m3 ;29.45;45370;1749.65;3;3
FC.B: 00045-01074101;21;34213500037;kw ;45689.27;45035;549632.22;2;1
FC.B: 80001-54570211;21;8336/0-1308-0017260/0;m3 ;399.77;45041;3594.67;3;1
FC.B: 80001-54591248;19;8500/0-09-06-0030831/1;m3 ;0;45041;1018.8;3;1
FC.B: 80001-54591242;19;8500/0-09-06-0030825/6;m3 ;29.4;45041;1217.22;3;1
FC.B: 80001-54591241;19;8500/0-09-06-0030824/4;m3 ;32.08;45041;1233.05;3;1
FC.B: 80001-54591361;20;8500/0-13-09-0035488/8;m3 ;0;45041;1215.29;3;1
FC.B: 00001-06302448;19;01-000555-000-01;m3 ;0;45035;3267.15;7;1
FACT: 00001-06302448;19;01-000555-000-01;m3 ;0;45055;3267.12;7;1
FC.B: 00001-06302160;20;01-000041-000-01;m3 ;12.65;45035;1634.07;7;1
FACT: 00001-06302160;20;01-000041-000-01;m3 ;12.65;45055;1634.04;7;1
FC.B: 80001-54591247;19;8500/0-09-06-0030830/0;m3 ;37.42;45041;1268.91;3;1
FC.B: 80001-54591246;19;8500/0-09-06-0030829/3;m3 ;34.74;45041;1252.04;3;1
FC.B: 80001-54591245;19;8500/0-09-06-0030828/1;m3 ;101.6;45041;1691.59;3;1
FC.B: 80001-54591244;19;8500/0-09-06-0030827/0;m3 ;40.1;45041;1286.96;3;1
FC.B: 80001-54591243;19;8500/0-09-06-0030826/8;m3 ;34.74;45041;1252.13;3;1
FC.B: 00001-06313410;13;01-015175-000-00;m3 ;378.24;45035;35552.45;7;2
FACT: 00001-06313410;13;01-015175-000-00;m3 ;378.24;45055;35552.42;7;2
FC.B: 00001-06295623;12;01-001690-000-00;m3 ;522.45;45035;56644.62;7;2
FACT: 00001-06295623;12;01-001690-000-00;m3 ;522.45;45055;56644.6;7;2
FC.B: 00048-01457465;13;54213500027;kw ;50420.37;45035;865379.41;2;2
FC.B: 00006-10299964;24;67886;kw ;554.07;45044;7165.46;4;4
FC.B: 00006-10246622;24;67886;kw ;554.07;45044;15750.99;4;4
FC.B: 80001-54591308;12;8500/0-9706-00188971;m3 ;48.12;45041;1347.61;3;2
FC.B: 80001-54591305;12;8500/0-0311-00248514;m3 ;168.45;45041;2149.04;3;2
FC.B: 80001-54610964;27;8400/0-1107-0048931/0;m3 ;51.89;45041;1347.57;3;4
FC.B: 80001-54610959;27;8400/0-1107-0048932/1;m3 ;266.89;45041;2645.81;3;4
FC.B: 80001-54610977;27;8400/0-1905-0062792/0;m3 ;0;45041;1015.09;3;4
FC.B: 80001-54610978;27;8400/0-1905-0062793/1;m3 ;0;45041;1018.7;3;4
FC.B: 80001-54610976;27;8400/0-1905-0062795/5;m3 ;32.11;45041;1214.38;3;4
FC.B: 80001-54610975;27;8400/0-1905-0062796/7;m3 ;192.74;45041;2193.86;3;4
FC.B: 80001-54610972;27;8400/0-1703-0057812/7;m3 ;333.61;45041;3052.91;3;4
FC.B: 80001-54610973;27;8400/0-1703-0057820/6;m3 ;568.36;45041;4485.38;3;4
FC.B: 80001-54610974;27;8400/0-1703-0057821/8;m3 ;0;45041;1019.02;3;4
FC.B: 80001-54610979;27;8400/0-1703-0057822/0;m3 ;71.65;45041;1455.63;3;4
FC.B: 80001-54610965;27;8400/0-1107-0048933/3;m3 ;22.24;45041;1154.8;3;4
FC.B: 80001-54610966;27;8400/0-1107-0048934/5;m3 ;88.95;45041;1562.99;3;4
FC.B: 80001-54610960;27;8400/0-1107-0048935/7;m3 ;22.24;45041;1154.2;3;4
FC.B: 80001-54610961;27;8400/0-1107-0048936/9;m3 ;22.24;45041;1153.95;3;4
FC.B: 80001-54610967;27;8400/0-1107-0048940/0;m3 ;202.63;45041;2254.31;3;4
FC.B: 80001-54610968;27;8400/0-1107-0048937/1;m3 ;108.71;45041;1685.68;3;4
FC.B: 80001-54610962;27;8400/0-1107-0048938/2;m3 ;14.83;45041;1113.51;3;4
FC.B: 80001-54610956;27;8400/0-1107-0048939/4;m3 ;39.52;45041;1259.5;3;4
FC.B: 80001-54610969;27;8400/0-1107-0048941/2;m3 ;368.19;45041;3264.45;3;4
FC.B: 80001-54610970;27;8400/0-1107-0048942/4;m3 ;0;45041;1015.07;3;4
FC.B: 80001-54610963;27;8400/0-1107-0048943/6;m3 ;270.71;45041;2682.67;3;4
FC.B: 80001-54610971;27;8400/0-1107-0048944/8;m3 ;0;45041;1015.07;3;4
FACT: 80001-02439854;14;8430/0-02-06-0002739/8;m3 ;392.4;45041;3571.99;3;4
FC.B: 80001-54559133;29;8430/0-1003-0005057/1;m3 ;983.61;45041;6957.98;3;4
FC.B: 80001-54610917;26;8400/0-9406-0002605/8;m3 ;355.84;45041;3190.78;3;4
FC.B: 00006-10275705;22;1020;kw ;271.98;45035;3119.48;4;4
FC.B: 00006-10222085;22;1020;kw ;271.98;45035;9710.79;4;4
FC.B: 80001-54611035;25;8400/0-0904-0043915/2;m3 ;840.21;45041;6174.34;3;4
FC.B: 80001-54611041;24;8400/0-0607-0038324/5;m3 ;533.78;45041;5091.8;3;4
FC.B: 80001-54610916;26;8400/0-9406-0002606/0;m3 ;531.3;45041;4277.78;3;4
FC.B: 00006-10280505;26;12641;kw ;1147.36;45035;24944;4;4
FC.B: 00006-10226908;26;12641;kw ;1147.36;45035;29486.3;4;4
FC.B: 00006-10303621;23;77572;kw ;17663.2;45035;94507.55;4;4
FC.B: 00006-10250321;23;77572;kw ;17663.2;45035;384465.84;4;4
FC.B: 00006-10305452;25;82013;kw ;2476.87;45044;4360.74;4;4
FC.B: 00006-10252170;25;82013;kw ;2476.87;45044;61439.14;4;4
FC.B: 00006-10308550;27;86982;kw ;13281.24;45035;146160.71;4;4
FC.B: 00006-10255308;27;86982;kw ;13281.24;45035;204411.74;4;4
FC.B: 00006-10300512;28;69348;kw ;277.04;45035;10038.73;4;4
FC.B: 00006-10247172;28;69348;kw ;277.04;45035;8875.53;4;4
FC.B: 00057-00528285;14;43550040001;kw ;680.57;45035;10604.68;2;4
FACT: 00057-00528285;14;43550040001;kw ;681.84;45055;10604.68;2;4
FC.B: 00006-10311797;27;91884;kw ;0;45044;2295.07;4;4
FC.B: 00006-10258646;27;91884;kw ;0;45044;4275.15;4;4
FACT: 80001-02466722;23;8400/0-1008-0046871/3;m3 ;5192.04;45041;35663.73;3;4
FC.B: 80001-54559148;18;8430/0-1711-0007938/4;m3 ;2.58;45041;1039.32;3;4
FC.B: 80001-54559147;30;8430/0-1711-0007945/1;m3 ;0;45041;1023.61;3;4
FC.B: 80001-54610952;27;8400/0-1107-0048924/2;m3 ;313.82;45041;2932.14;3;4
FC.B: 80001-54610953;27;8400/0-1107-0048926/6;m3 ;190.28;45041;2179;3;4
FC.B: 80001-54610957;27;8400/0-1107-0048927/8;m3 ;244.63;45041;2510.95;3;4
FC.B: 80001-54610958;27;8400/0-1107-0048928/0;m3 ;101.3;45041;1635.56;3;4
FC.B: 80001-54610954;27;8400/0-1107-0048929/1;m3 ;0;45041;1015.07;3;4
FC.B: 80001-54610955;27;8400/0-1107-0048930/8;m3 ;19.76;45041;1138.39;3;4
FC.B: 80001-54569608;4;8332/0-1312-00433673;m3 ;2.63;45041;1008.5;3;3
FC.B: 80001-54569605;4;8332/0-1312-00433648;m3 ;63.63;45041;1406.84;3;3
FC.B: 80001-54569659;2;8332/0-0905-00364852;m3 ;132.57;45041;1837.65;3;3
FC.B: 80001-54570229;7;8336/0-1003-00147184;m3 ;74.66;45041;1490.51;3;3
FC.B: 80001-02451982;6;8336/0-0904-00141582;m3 ;71.98;45041;1547.88;3;3
FC.B: 80001-54570491;8;8360/0-1411-00058816;m3 ;286.8;45041;2842.23;3;3
FC.B: 80001-54591434;13;8500/0-1305-00351409;m3 ;299.81;45041;3002.42;3;2
FC.B: 80001-54569607;4;8332/0-1312-00433685;m3 ;0;45041;992.17;3;3
FC.C: 00018-07243177;2;19-000280-001-00;m3 ;433.9;45035;39805.13;7;3
FACT: 00018-07243177;2;19-000280-001-00;m3 ;433.9;45055;39805.1;7;3
FC.C: 00018-07247995;1;19-020001-000-00;m3 ;32.89;45035;3267.15;7;3
FACT: 00018-07247995;1;19-020001-000-00;m3 ;32.89;45055;3267.12;7;3
FC.B: 00046-00753177;10;44213500012;kw ;938.63;45035;25501.74;2;3
FACT: 00046-00753177;10;44213500012;kw ;938.63;45055;25501.74;2;3
FC.B: 00046-00754685;8;54213500040;kw ;23341.78;45035;580419.5;2;3
FC.B: 00043-00519489;9;74213500029;kw ;56244.43;45035;802301.29;2;3
FC.B: 00044-02214026;4;14213500045;kw ;8984.03;45035;143431.83;2;3
FC.B: 00044-02214025;1;54213500039;kw ;50083.88;45035;928864.62;2;3
FC.B: 80001-54569606;4;8332/0-1312-00433594;m3 ;82.17;45041;1527.97;3;3
FC.B: 00063-00000477;21;34213500037;kw ;29671.84;45394;2470649.59;2;1
FC.B: 80001-63583804;21;8336/0-1308-0017260/0;m3 ;585.82;45400;5563.86;3;1
FC.B: 80001-63573792;19;8500/0-09-06-0030831/1;m3 ;0;45400;1604.48;3;1
FC.B: 80001-63573786;19;8500/0-09-06-0030825/6;m3 ;0;45400;1616.68;3;1
FC.B: 80001-63573785;19;8500/0-09-06-0030824/4;m3 ;24.06;45400;1790.93;3;1
FC.B: 80001-63573895;20;8500/0-13-09-0035488/8;m3 ;505.54;45400;5334.53;3;1
FC.B: 80001-63573791;19;8500/0-09-06-0030830/0;m3 ;40.1;45400;1913.07;3;1
FC.B: 80001-63573790;19;8500/0-09-06-0030829/3;m3 ;37.44;45400;1893.31;3;1
FC.B: 80001-63573789;19;8500/0-09-06-0030828/1;m3 ;48.15;45400;1974.17;3;1
FC.B: 80001-63573788;19;8500/0-09-06-0030827/0;m3 ;45.46;45400;1952.58;3;1
FC.B: 80001-63573787;19;8500/0-09-06-0030826/8;m3 ;48.15;45400;1973.06;3;1
FC.B: 00068-00001409;13;54213500027;kw ;29074.76;45394;4178575.12;2;2
FC.B: 00006-11586541;24;67886;kw ;788.1;45408;30730.99;4;4
FC.B: 00006-11533351;24;67886;kw ;788.1;45408;125652.28;4;4
FC.B: 80001-63573847;12;8500/0-9706-00188971;m3 ;615.22;45400;6154.88;3;2
FC.B: 80001-63573844;12;8500/0-0311-00248514;m3 ;230.03;45400;3273.82;3;2
FC.B: 80001-63568732;27;8400/0-1107-0048931/0;m3 ;129.46;45400;2433.87;3;4
FC.B: 80001-63568727;27;8400/0-1107-0048932/1;m3 ;99.58;45400;2242.22;3;4
FC.B: 80001-63568745;27;8400/0-1905-0062792/0;m3 ;24.9;45400;1763.96;3;4
FC.B: 80001-63568746;27;8400/0-1905-0062793/1;m3 ;19.91;45400;1730.72;3;4
FC.B: 80001-63568744;27;8400/0-1905-0062795/5;m3 ;44.81;45400;1886.54;3;4
FC.B: 80001-63568743;27;8400/0-1905-0062796/7;m3 ;49.79;45400;1922.22;3;4
FC.B: 80001-63568740;27;8400/0-1703-0057812/7;m3 ;87.13;45400;2162.49;3;4
FC.B: 80001-63568741;27;8400/0-1703-0057820/6;m3 ;288.8;45400;3456.55;3;4
FC.B: 80001-63568742;27;8400/0-1703-0057821/8;m3 ;14.93;45400;1694.5;3;4
FC.B: 80001-63568747;27;8400/0-1703-0057822/0;m3 ;107.04;45400;2290.63;3;4
FC.B: 80001-63568733;27;8400/0-1107-0048933/3;m3 ;82.15;45400;2130.58;3;4
FC.B: 80001-63568734;27;8400/0-1107-0048934/5;m3 ;194.18;45400;2848.35;3;4
FC.B: 80001-63568728;27;8400/0-1107-0048935/7;m3 ;49.79;45400;1924.19;3;4
FC.B: 80001-63568729;27;8400/0-1107-0048936/9;m3 ;57.25;45400;1970.13;3;4
FC.B: 80001-63568735;27;8400/0-1107-0048940/0;m3 ;144.39;45400;2529.47;3;4
FC.B: 80001-63568736;27;8400/0-1107-0048937/1;m3 ;34.84;45400;1826.4;3;4
FC.B: 80001-63568730;27;8400/0-1107-0048938/2;m3 ;112.03;45400;2322.33;3;4
FC.B: 80001-63568724;27;8400/0-1107-0048939/4;m3 ;92.09;45400;2193.9;3;4
FC.B: 80001-63568737;27;8400/0-1107-0048941/2;m3 ;560.17;45400;5199.19;3;4
FC.B: 80001-63568738;27;8400/0-1107-0048942/4;m3 ;0;45400;1598.71;3;4
FC.B: 80001-63568731;27;8400/0-1107-0048943/6;m3 ;311.19;45400;3606.72;3;4
FC.B: 80001-63568739;27;8400/0-1107-0048944/8;m3 ;0;45400;1598.71;3;4
FC.B: 80001-02858141;14;8430/0-02-06-0002739/8;m3 ;584.43;45400;5582.6;3;4
FC.B: 80001-63570416;29;8430/0-1003-0005057/1;m3 ;1307.18;45400;9916.79;3;4
FC.B: 80001-63568677;26;8400/0-9406-0002605/8;m3 ;375.93;45400;4047.6;3;4
FC.B: 00006-11562165;22;1020;kw ;123.97;45394;11118.88;4;4
FC.B: 00006-11509883;22;1020;kw ;123.97;45394;29554.83;4;4
FC.B: 80001-63568811;25;8400/0-0904-0043915/2;m3 ;1590.89;45400;11824.37;3;4
FC.B: 80001-63568816;24;8400/0-0607-0038324/5;m3 ;811.62;45400;8136.53;3;4
FC.B: 80001-63567676;26;8400/0-9406-0002606/0;m3 ;1190.06;45400;9241.81;3;4
FC.B: 00006-11566944;26;12641;kw ;1152.42;45394;91696.47;4;4
FC.B: 00006-11514455;26;12641;kw ;1152.42;45394;167364.42;4;4
FC.B: 00006-11590196;23;77572;kw ;15617.69;45394;336191.44;4;4
FC.B: 00006-11536857;23;77572;kw ;15617.69;45394;2148966.03;4;4
FC.B: 00006-11592047;25;82013;kw ;1497.76;45408;10990.73;4;4
FC.B: 00006-11538620;25;82013;kw ;1497.76;45408;215694.5;4;4
FC.B: 00006-11595150;27;86982;kw ;11578.55;45394;529035.84;4;4
FC.B: 00006-11541578;27;86982;kw ;11578.55;45394;989186.21;4;4
FC.B: 00006-11587091;28;69348;kw ;213.79;45394;35022.46;4;4
FC.B: 00006-11533876;28;69348;kw ;213.79;45394;38965.09;4;4
FC.B: 00006-11598428;27;91884;kw ;0;45408;7834.06;4;4
FC.B: 00006-11544762;27;91884;kw ;0;45408;13341.79;4;4
FC.B: 80001-02856833;23;8400/0-1008-0046871/3;m3 ;5835.8;45400;42493.7;3;4
FC.B: 80001-63570438;18;8430/0-1711-0007938/4;m3 ;44.35;45400;1882.53;3;4
FC.B: 80001-63570437;30;8430/0-1711-0007945/1;m3 ;0;45400;1599.86;3;4
FC.B: 80001-63568720;27;8400/0-1107-0048924/2;m3 ;473.03;45400;4636.19;3;4
FC.B: 80001-63568721;27;8400/0-1107-0048926/6;m3 ;102.06;45400;2269.05;3;4
FC.B: 80001-63568725;27;8400/0-1107-0048927/8;m3 ;181.73;45400;2769.55;3;4
FC.B: 80001-63568726;27;8400/0-1107-0048928/0;m3 ;94.6;45400;2210.44;3;4
FC.B: 80001-63568722;27;8400/0-1107-0048929/1;m3 ;22.39;45400;1742.41;3;4
FC.B: 80001-63568723;27;8400/0-1107-0048930/8;m3 ;12.42;45400;1682.7;3;4
FC.B: 80001-63583179;4;8332/0-1312-00433673;m3 ;0;45400;1580.91;3;3
FC.B: 80001-63583176;4;8332/0-1312-00433648;m3 ;53.66;45400;1931.95;3;3
FC.B: 80001-63583232;2;8332/0-0905-00364852;m3 ;365.05;45400;3996.84;3;3
FC.B: 80001-63583821;7;8336/0-1003-00147184;m3 ;59.38;45400;1983.65;3;3
FC.B: 80001-02067167;6;8336/0-0904-00141582;m3 ;215.96;45400;3169.86;3;3
FC.B: 80001-63584081;8;8360/0-1411-00058816;m3 ;91.51;45400;2219.1;3;3
FC.B: 80001-63573964;13;8500/0-1305-00351409;m3 ;128.5;45400;2568.27;3;2
FC.B: 80001-63583178;4;8332/0-1312-00433685;m3 ;32.21;45400;1786.3;3;3
FC.B: 00066-00000309;8;54213500040;kw ;17431.7;45394;2780457.18;2;3
FC.B: 00063-00000212;9;74213500029;kw ;42357.26;45394;3627202.81;2;3
FC.B: 00064-00000944;4;14213500045;kw ;7081.47;45394;625428.81;2;3
FC.B: 00064-00000943;1;54213500039;kw ;22974.93;45394;3647793.88;2;3
FC.B: 80001-63583177;4;8332/0-1312-00433594;m3 ;26.82;45400;1748.13;3;3
FC.B: 00061-00000510;21;34213500037;kw ;22329.78;45065;467248.78;2;1
FC.B: 80001-55293832;21;8336/0-1308-0017260/0;m3 ;853.07;45065;6516.77;3;1
FC.B: 80001-55248433;19;8500/0-09-06-0030831/1;m3 ;154.99;45065;2072.77;3;1
FC.B: 80001-52248427;19;8500/0-09-06-0030825/6;m3 ;165.66;45065;2146.45;3;1
FC.B: 80001-55248426;19;8500/0-09-06-0030824/4;m3 ;197.74;45065;2358.4;3;1
FC.B: 80001-55248548;20;8500/0-13-09-0035488/8;m3 ;25779.44;45065;13959.62;3;1
FC.B: 80001-55248432;19;8500/0-09-06-0030830/0;m3 ;82.83;45065;1597.9;3;1
FC.B: 80001-55248431;19;8500/0-09-06-0030829/3;m3 ;224.46;45065;2536.02;3;1
FC.B: 80001-55248430;19;8500/0-09-06-0030828/1;m3 ;392.83;45065;3654.24;3;1
FC.B: 80001-55248429;19;8500/0-09-06-0030827/0;m3 ;146.97;45065;2024.6;3;1
FC.B: 80001-55248428;19;8500/0-09-06-0030826/8;m3 ;122.91;45065;1868.63;3;1
FACT: 00048-01464293;12;33170100001;kw ;3730.49;45098;62958.5;2;2
FC.B: 00048-01464293;12;33170100001;kw ;3730.49;45055;62958.5;2;2
FC.B: 00061-00000417;13;54213500027;kw ;40100.5;45058;759809.71;2;2
